time,EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8,EEG9,EEG10,EEG11,EEG12,EEG13,EEG14,EEG15,EEG16
0.06,23.320575665746624,-4.793181169521304,23.815688525816004,88.9520251328592,-4.8197584250415915,34.17290335627028,143.45165111733843,27.88204866241064,54.716321566454,291.5808783092542,24.807356021572048,73.53776534278794,357.0409755563283,66.48210846000794,55.24915652247108,559.6101557110846
0.064,22.375130329613356,-8.41543900832276,38.222989394125136,83.30709087069616,-30.129990911785015,106.90101769336877,120.5028320309969,-42.76421185769429,194.51382178796192,122.2086468332605,-84.71881439683301,235.34292358001932,114.88999545918028,-85.58104728743933,749.8937933654146,122.15703935324464
0.068,20.686417361039283,-8.133817546506577,57.62615390556746,52.93794439466345,-24.612404831111817,128.14999118227735,38.49735549049807,52.64037110982075,178.80194085004442,-37.356863038133184,145.9555155985635,257.7981200981044,-91.65929815151705,580.2366308024971,237.6353725500878,-19.683840348511126
0.072,20.08503699300048,-5.589332088678773,65.17108529887237,21.769104751027015,14.327186464380638,133.54964090076555,-13.305321625139129,119.56871689984548,107.55116384809797,21.973214073721252,346.539689503161,-20.56901089472308,368.41099721638034,424.19811213509814,79.61169296217406,467.83927832231865
0.076,18.569809556622065,-6.343504893583461,66.76365794015626,7.969058471757613,65.8429643606078,84.24549540184138,-14.896964713903742,149.09822028257412,-46.383245875972534,180.01210043155916,125.18162200544121,36.802535849568045,704.7261362696165,-12.082005666819583,389.07718705388595,114.01763739450797
0.08,16.56683419372184,-2.4184266726308152,75.92783137330598,-20.402044209075306,105.84114335832584,24.636926943926383,60.80344791273409,146.20150347339822,-35.5884173815098,290.43034374647357,-59.746597895598285,491.393039857154,150.7652367355903,132.40243605326083,332.4358466121331,-33.38537088199331
0.084,15.067814103328562,0.788846744355876,69.88265104565383,-20.994647183684798,122.77321407002759,-34.67779164505755,130.35893287317464,28.325343319487516,100.38010228021523,124.41979521248724,66.08939813533087,510.41092166997385,-138.30300114841208,204.4309142342299,-175.1913541495997,254.17075501667796
0.088,13.539237437559613,8.281164991128579,56.934004202303285,1.5088391893377775,108.79193753713963,-17.804513969440833,180.2540888640978,-18.81543540597424,250.64842498966937,-46.95462522513381,391.9982988155326,-25.13321756761664,262.8637986314447,67.11896634061365,155.66908300668467,168.5575646139966
0.092,11.809514940218783,14.149506354718831,42.47208369855095,22.96704745621277,76.72642906845023,23.83164872731264,129.16198660802678,28.420817477728576,182.3538597866364,26.157519272606564,418.8439371487028,-63.21063233107367,294.2631814675004,-44.891789213756965,328.58653328569596,-102.05764813900407
0.096,9.999999999999982,21.479438074844115,25.47802989092781,48.853914653096524,33.358543967605286,81.17452659767761,38.736281826244586,107.04228414145771,28.28823443454047,363.38849560249923,33.856669574975626,176.6482505647129,67.63558346249881,261.197983824262,-8.0746213218261,202.94961122169008
0.1,8.291656143763706,29.013324435071542,12.154840550765723,71.80939462307528,-10.921633179388095,148.58726461519134,-51.15621927766932,166.0298130200176,-50.69240171800925,483.85853342280365,-33.08775387909046,216.0406631428521,-86.57986055523136,231.79794508775214,25.939422896770893,243.4408063252161
0.104,6.329369725252187,35.38757273413302,-0.8864616407101948,97.97483510075583,-7.62320681043839,148.32474136792194,-8.858507870198878,157.26019519090266,77.64880313914074,235.51458797727489,129.83714058977523,70.54243069305922,305.86903065827755,-40.82033275112565,228.7061587219486,-96.89355356077812
0.108,4.8612828194050905,39.53555006160459,-5.7839780276706065,99.64474642209873,-11.701168466239025,110.81208865120742,53.71474095161545,58.55069630950431,316.79078340788516,-15.442294876256923,192.94442881939986,16.37509198282548,331.9171038714068,53.41286173087984,145.37882063140353,213.65739239695498
0.112,3.468270066023458,44.26198736063995,-7.406366601435131,81.31171447842817,23.758251442495663,49.9506405251786,116.64024199203135,-24.167354643757704,395.47830166700066,8.562479599600223,135.331191338852,184.42429467034782,-64.95370693924849,404.1880257863705,-144.14930079567773,250.28736203522809
0.116,2.013780739901194,46.258846158771874,-3.4025417267031273,69.38631448076762,61.881874926638716,-19.0981250071507,151.54227917302984,-13.054582326764617,113.99699028959229,186.71292033336897,-31.76418991314796,334.09919114257485,-17.80183918843241,138.5311667627126,381.0360200822736,-257.6468865690283
0.12,0.45567637858471244,49.44260545879372,-3.018611553880312,38.86253073928878,101.30340850164441,-38.3499463130988,112.7044804149125,186.95803852907784,-25.122475722920754,189.09783418777766,27.291319962715335,88.5306761405441,205.15825290390654,-123.81517940706175,213.30158248615473,370.6568251406709
0.124,-0.6810515096702581,49.20000480614295,12.166600911471392,14.072791527687947,127.56797676276962,12.000727152049222,48.51551883972763,353.9320421780869,-39.68127619302476,113.90266461875076,187.78889896682455,-30.838403393648377,234.85019851090257,224.78949126999277,-233.83078156938262,639.8734714444976
0.128,-1.836208716654756,42.99037522144821,28.82107493001466,-11.468238408698411,99.87980790632402,59.90967010134771,-26.70843243326405,346.2277550678948,92.60864762288092,-10.779032236846163,266.03747425683855,130.03347271231922,-62.8345711818518,383.5814620593544,343.4632338812403,-72.05464300530804
0.132,-2.8222379662570383,40.95881750058818,46.442796587360256,-6.7844833642706135,85.16406810666045,124.0643592209325,-22.713113033986275,83.1315340669404,155.35312125931304,-6.550820151043396,40.89104942253849,302.63159898161655,101.22538345678417,44.47855921800908,591.8669433497276,158.96440504703264
0.136,-3.6006671765028297,35.47318581995543,61.0527603694694,-4.1340695199783895,38.90887001800114,143.02438731382352,72.71957303450438,-38.57575755871605,153.20997900913815,141.03651802068788,9.192795257497878,140.214957204172,306.9117366419772,-10.524819145583024,28.180301115403026,287.7711280477514
0.14,-4.559956510285838,29.352925663901075,66.13857715197938,13.076629129159492,-5.246618289940017,119.37590510825146,258.3160925626221,-59.51104365222861,54.01396091101698,289.19488565320773,109.59218397835774,-104.80491503533167,211.30801064097903,573.6952772464192,59.36940830204138,-40.520644980076014
0.144,-3.5317606465995777,21.953927476383917,77.82890404874777,35.28083301506804,-30.249701205962523,71.0234448885832,314.37913005838493,65.36886018261598,-69.65816333898815,129.0944146123218,193.80547683266406,91.96472719564063,-135.96659075291387,196.7206531377866,256.20586633659934,91.77717254872964
0.148,-3.6034594322131888,15.445673247703184,67.28478558470229,62.25393132289508,-16.255688486442935,18.877096349615677,125.17827812172061,157.2805128753626,28.995722699019815,34.22432762888167,159.62950903158264,196.65759528112102,225.52563867118306,-104.75316059479172,133.58996157396808,351.43464279490536
0.152,-4.277628970684864,8.798491282920608,63.50909930842562,92.17237338884988,15.144871687762667,-39.06747779144075,66.7276538609316,164.17973917120088,155.50303209910018,28.565801964223837,-28.643715002809813,160.78384653683727,664.5057970067684,170.9430874491844,-56.35120696095265,-67.58682219998437
0.156,-3.411035031947872,1.2492407595635946,53.03694497033482,100.38106075042496,63.00100582640754,-28.84318159317661,-11.055757699739388,113.71488051665807,192.70510968724219,181.24866227141285,-7.875568074763294,0.9996225352894044,258.6467488251483,380.02368194743667,329.71853189407125,62.79857640439053
0.16,-2.892435596889534,-4.857141253731385,35.63563543360604,85.58606454704946,109.16040792492939,42.883704008454245,-44.4694581862267,-16.81428778763552,139.64112350527833,247.0598317665413,190.42613340782745,120.34276184099318,-145.05914517727786,46.47649562535878,319.7639411367596,497.9718319867788
0.164,-1.7701439705583546,-8.47365743773894,20.295940961376274,78.03702594046072,119.74686623967446,89.62621008405173,19.702087174954592,-26.405344716252216,8.551831268828138,130.82040627097481,206.4049423194793,548.074370440088,156.0616525940277,48.01501526580411,-37.88230671850323,128.98265454873945
0.168,-1.059026583175541,-10.288091289455934,3.5503393790086513,51.856150785759304,111.87391204421255,117.19572023573753,101.9304446145924,25.70662551525939,15.785903765329621,-63.366745913410824,62.486458544473464,251.89087718094765,397.28496928817793,399.9255477881721,162.42921883436372,93.17286091909173
0.172,-0.05280858628520413,-9.442510081161004,-1.2811136791016438,27.420792781777173,81.66718225361625,134.62257014838457,134.73251149791417,166.42677297981487,76.78580948737904,-52.39769452549237,-121.93505049302021,10.254057312625534,80.16918532766724,285.7705577018801,370.52679233203816,532.7364520948441
0.176,2.0482337858244204,-5.044269750638531,-7.0470582495282486,2.171251310977631,34.68707301988468,98.6377821643196,153.49146339919008,151.77517205685302,193.14668445459094,159.83776788977798,186.19838337011373,31.29525454053764,-129.9061628706035,-86.85936192609637,-86.33363269377577,306.734923857087
0.18,2.858394878945404,-1.2591309687712133,-7.5751624198369285,-20.03109928046853,-3.5970352113312103,36.54819242918478,77.07227583180278,149.83412441353897,170.2746775050603,209.63162722887364,464.0722437072576,244.38552599869422,215.71343392330581,121.89787135453629,-31.759751785179873,-111.72793160707386
0.184,4.543593600295797,0.774344966470391,-4.757737365262628,-10.27971183040016,-25.473787812222255,-37.994794210096785,-4.4995901147182735,40.19745416549314,65.46002852231487,129.48042021497753,217.71073400866118,174.19432453002185,317.1399808177389,409.7968003403566,372.675083374436,835.1965232874663
0.188,6.312771149209571,8.598386472076527,2.868583317572476,-9.00594380187264,-14.72993501876337,-8.847656481371757,-35.97975318878299,-58.85085754576107,-1.3421581711143205,-11.54518338543025,-26.717507329013017,-6.6914470640782895,82.26997153313876,107.99478156169752,288.9526917984631,210.50565995831428
0.192,8.295248645658985,14.877227355492064,18.01015556133796,17.200627458023618,16.175980799910896,7.47257953124948,12.582679572533387,18.734062449841268,-13.365889433825572,9.727166531689448,-74.94915712382749,-74.44056504919513,28.549377427585256,-63.314724879546986,-222.72058838904468,-194.31781443609123
0.196,10.000000000000071,21.400427400091694,34.38648057789829,47.27722696026995,63.5262861273392,77.08973088285731,97.04255485797714,131.43555711568473,148.16110983040485,344.5160105703509,197.44193161303858,178.27842524432262,246.8107609270009,312.6967691420001,622.4582498640889,379.54354418105464
0.2,11.696869887064903,28.956901355248764,49.38933361501023,77.78980819947924,109.95730884258583,136.90197393347282,172.09067176719458,228.7828904698266,175.64978204473903,573.5810987572478,255.4720766360882,303.7055808531494,281.6521627452331,541.4121014587374,321.7887801654549,213.11274056116545
0.204,13.490925305198964,34.46040088753693,61.70753860187402,85.732194110563,105.11356279655689,139.33042407015768,139.10313394611262,172.1688893341347,144.10359020669512,275.87793651620166,91.91562715164841,66.90752222658128,-5.5534648041766275,19.1944979923054,-34.890840826734006,-13.576567509799759
0.208,14.959983347477236,39.67005728741782,66.2776299155579,99.4962478366956,105.73367809649,106.2301197454381,94.6216429700697,50.74593933824427,46.24570165537533,-69.24781224031852,-106.82327848315958,-89.7159496956937,-30.293147903355674,153.12992301971076,156.45105900246108,251.817153158905
0.212,16.87495755838101,45.6123618328044,70.55923727940274,77.9702090960015,84.51934531096799,52.49861613478495,22.37435659632274,-0.8435924869961298,-88.2475577571397,-39.2772032989393,63.69922434001308,163.41380009592817,293.41659702013504,317.4208948129302,395.8452039645398,343.16891022300496
0.216,18.638007171250397,47.89923974832806,69.0883670920118,65.1562141781086,37.47914997332432,-15.164956665572163,-28.706073853034795,-43.31679242775941,123.87205330371908,137.12186761092556,291.18122884311424,268.36432003900177,245.33534917609563,135.37113813573285,-6.12021217152062,60.62459912545903
0.22,19.548429791011916,50.175554693254995,56.71635044308216,38.78190228810271,-9.279353014874019,-7.475153570037818,27.19993380235151,95.03640994568882,411.789597416515,264.6827077788325,155.78882094712523,99.04645546362826,-55.070211680242096,-8.721711761131928,-23.430635006895017,178.48006983279825
0.224,21.38237333994958,44.99913263101462,45.13020350004253,5.886320245919833,-26.545626162129437,1.4288388628320874,85.67554840952042,148.23045917252082,167.27856988292865,136.10079668897117,0.0962194352278658,-123.31814516516417,38.42844337374018,233.65039108360872,242.30731881174904,341.2074161628134
0.228,21.750078300400375,43.40522436128769,30.93840706834164,1.197136917309578,-7.6417349460462916,59.8947876014303,172.98565070743422,149.0354922221234,87.87821338914517,-1.9257132869752098,-38.81769934743903,132.57096326361136,524.5435190778835,227.93331940905097,140.6401861094467,-19.980411442196242
0.232,23.23816545355114,41.61458657797898,17.332664685928705,-14.914625567610955,15.775773039352302,134.6507147671421,161.51635894509235,83.28816450969339,-72.39038148089304,12.93832297124493,138.26132735578702,383.67018430071823,443.8631420468863,-60.391844863987615,-66.75214279538034,159.56744788954182
0.236,24.02830086595928,36.15370035974492,1.565541095427875,-18.38851545739668,62.04546560622855,165.17101554989227,96.47242932786959,-24.94003680828152,-26.570163901105687,180.08550272322753,216.23218509929717,293.29685013090096,-61.23382268892715,76.31613115204185,230.88442772258037,697.5186203369703
0.24,23.693134265403366,28.886445605325044,-11.635428533577112,9.15913823109485,90.37599591588278,125.70771997961643,20.795019140838463,-62.3766039057937,134.39414585200885,232.44516344257832,110.3874157875184,-110.14535037862959,100.60762223847794,235.87478850169495,208.22451419830793,64.68484927536466
0.244,24.333615985405167,22.132421422928438,-8.950794805883838,34.642402254455696,136.69993186598225,70.52555613651819,-44.84106657447926,120.50511037929664,209.65513912533237,130.24014913287695,-34.04066171517974,160.95771337086668,327.7471500449871,204.62465726669433,-178.68329633281144,232.52508623908312
0.248,23.931025567761097,14.723818103418877,-11.434038214248844,57.998401683140685,125.81591512524278,1.001994969374941,-7.7600823722703325,385.6976796504292,161.31529457791208,-64.83703164721564,43.38900449545554,330.4561446207527,167.22912027067207,-35.61031894456727,155.61059336000642,314.992865347337
0.252,23.92958746618521,9.373268087565101,-6.757125367049895,90.23730422762388,77.78408254536708,0.5256912492260923,74.267335752407,363.7564717179945,5.319281474239617,47.48005593894608,305.13703444351415,178.30879853459254,-59.370808332453294,183.23715257847073,725.8643600626567,88.58780558491176
0.256,23.24153090609863,3.7757701642755706,6.729267809922508,85.17451286928483,36.65648139090484,8.473296354722933,161.65603369270417,121.35990676444412,-2.8628711307023735,191.54237388274734,208.99723948563306,17.95076190618478,122.34552993812206,408.36920783233234,-33.22676186324969,-19.834503905984036
0.26,23.37314542730479,-0.7645815153382465,23.345047751059706,83.17201264979019,7.37303247864368,43.194478565680996,160.56050022206705,-22.8041398650781,43.991573615223594,186.30944101275358,64.72571220901884,87.36363807141873,318.18516155619704,108.76180509466587,1.2925774633567926,215.4533976895383
0.264,21.827559018307024,-7.9081521146081215,39.605701075913984,83.95742675753246,-32.9617412008389,110.98593709696354,100.5305168347912,-54.34939022390441,202.36750807603556,116.59395368885072,-47.13199707581211,332.88224721866385,105.14818827480048,-25.295533780011084,393.5023965763774,73.53831350166136
0.268,20.386370671450216,-8.81259804912234,54.28486175362532,50.51465893864648,-21.793515409364716,134.9013993353551,36.97276262424708,34.4328377881013,208.86783613114096,-76.62061507719804,314.1224233046645,168.74413948063855,-38.17466197124293,717.6013236653066,145.28140169235292,-102.38529630925638
0.272,19.628546501730206,-7.460354646400301,64.57327245710633,24.36665522175697,25.660546982064282,118.77871329907995,-47.132863905897054,161.89147324802866,105.43549177256712,-52.06844338777577,224.0318767191327,-33.104580343689435,146.88808052876982,439.812242936448,97.0937313775919,314.20313218216256
0.276,18.05985021141016,-5.640289068844769,71.06973899918741,-5.448942900822097,67.01699448182336,97.18470107080319,-35.48539961682742,176.6041007953026,-13.643563630753064,168.8799141708484,134.0665384162491,-10.312306010090396,353.81676593501055,-208.29068821212002,317.7822114001558,125.8813147492344
0.28,16.495183995932052,-3.1837413552144334,69.47406604692634,-22.694731308737346,103.59442203348553,22.327846086842108,131.33584765536136,132.9297268165202,-63.21074491582084,278.4664581743427,-43.274876604203854,193.21337632724249,90.48656270790718,110.60047112133029,289.93819704085547,-18.151017334175435
0.284,15.406093394348751,1.761581232811551,65.3262848160468,-15.053543190890508,106.68977245313306,4.909627874547304,285.2172551864875,36.39367918697537,110.55168661395096,128.52966917519254,30.91940129338117,296.33517007419,64.72576443305141,444.12529139382957,-30.445311684025654,306.86763334802197
0.288,13.524742640231404,7.05450120256492,52.96317641197228,-0.06354292712914855,123.96479727502496,-2.390661515196861,142.30677590791652,-10.398026331073766,218.63846327712795,15.064204173447763,262.56284459526063,20.552559792668134,239.66161186688902,116.98118394186776,171.96220525581208,174.278977414395
0.292,11.702778665378204,14.873856078310077,41.486669542138536,22.057693163876728,73.99993905073873,12.284262298940767,133.32317018362278,11.030200365304069,210.5607018619777,6.1885560776876645,206.98529932544471,-15.479093988387746,253.57652084115347,10.480084222344487,371.1504178812854,-146.49236955666862
0.296,9.99999999999991,21.46126826902592,25.331899849490593,47.124026288202984,36.11474769846063,85.87309593596956,39.323317135179245,134.16973054334147,21.870312147722032,316.76718541781594,67.02694677621001,224.77924851185202,59.34707141284471,230.846772059429,0.2877957465449299,679.7112359380299
0.3,8.233017182308025,28.436611633898302,12.886686011515305,70.59763999214883,-8.553053979461609,113.73334096616476,-5.614157427922237,225.74223227935684,-10.825403773169057,579.6214208242479,-76.62858513024784,206.91824509329751,-101.11415305636243,290.9704420319314,80.52506891608938,541.9061364269882
0.304,6.354606598358497,34.0778797293823,-0.31083308988440805,97.74163670399417,-17.866351770757348,140.65209312391553,-29.115180273118014,132.31476789206164,52.48775377521061,269.3921685225187,133.04723296370236,11.789055788844323,415.5146616297807,-28.954712041697718,496.26713070737947,-18.540939218271546
0.308,4.711790121353662,39.78686422862076,-13.217560456701285,91.5067062588501,-15.108636023035444,118.55342277755437,50.483494919129605,55.22642429698838,158.04010868751334,-41.451549577375545,282.3934026355397,-35.85510938873006,608.4950891405551,114.09623990980373,144.69866003558946,326.19578564748315
0.312,3.443015463636054,43.771662071312875,-14.789205663711513,85.60183142486335,16.072001273865553,49.18438205213414,123.27709574715288,13.191733082180846,266.9883751160589,23.63080005702203,134.91215155665466,164.69313837831305,18.06718312948655,315.78636560076194,-189.39117859084575,373.2706418358247
0.316,1.6458272400449143,48.87032372569864,-8.295473572327026,65.19130591668036,63.3281295182728,-9.864280044067044,201.66687412871127,-36.06492985553656,115.27348457998441,157.841502821762,43.54811326107142,568.0713445142036,-50.60391458892792,138.64652230008156,592.5082673553109,-212.0137075198832
0.32,-0.0777180962720525,47.55434325172695,2.2772927290563025,38.46103906235519,100.08014973393398,-17.64289935972937,143.51768125064115,86.82720439009778,-45.974646696625854,278.67385902838555,55.29937073502981,190.98153434413086,241.52015365070997,-74.75878431374758,578.6307471677369,187.83254657849986
0.324,-1.0622925980346345,44.84977809996168,14.744073843081129,16.4897671591185,127.72176568961655,-14.074684254235919,49.58302754227155,161.2042811093541,0.40451901101229737,129.73546589160662,273.75094706308926,-40.49776603307424,239.14323494990578,222.25507950378181,-253.0300249524592,404.1928916251178
0.328,-2.127401162463128,45.53233073854422,29.04824155724991,-13.201797023527867,103.28823120292058,59.856121206852116,-9.463110258972293,174.11678431082169,169.76519738575263,33.283135762283806,309.8371201964088,130.14502487482193,-14.833694376744063,303.34952933074464,155.12718198596593,27.734855281840595
0.332,-3.1110120036614095,38.91318878321161,44.15520620265718,-7.579168987000962,78.70782088023049,106.05748355970334,1.1877680947860085,83.88109686785661,237.58001014493817,-9.603134338530197,81.20076994937986,212.0592891581989,34.03989438305112,5.217914155442003,454.15488925707643,158.47948483515955
0.336,-3.163666795299859,36.52121112611691,55.79116930408345,-7.489562366523238,33.09163353844183,165.78634224961016,38.76741344940585,-13.79853775588002,191.17997014099444,171.5238868878092,-66.01278373130253,130.90884521233903,390.2994664150932,99.24133427756314,-3.4229413247586535,278.83761901616845
0.34,-4.048515692094064,28.493225259437814,65.9134734144902,2.977816141801867,6.250525821452079,116.48413994496809,105.70491606483105,-20.439869592236477,47.88652198404919,173.74826584896277,109.7664128013377,-6.945760668336703,210.65097568820389,704.6003042919695,91.2315324123872,9.965610321898197
0.344,-4.714552724010973,21.95464118044401,72.60775238299266,33.72864300008097,-12.804752411823976,69.90106958668426,160.93273599794787,69.29418914090415,-79.65596279492394,128.68509302145483,213.8304532133723,90.33519540214544,-71.99307296772716,407.0950626457879,403.864336005213,141.04733944846296
0.348,-4.052499878670867,15.093755392789703,73.20320989169036,66.40346180441617,-17.41304554391995,6.781069108715414,146.70437890009714,149.26401537260654,29.06000588030868,-42.500749242171054,388.95719410428205,255.94718886879772,85.170442576549,58.36332128293188,127.63865942315334,490.9427237728058
0.352,-4.29550730839464,7.585852809327649,63.589099523456774,88.30953875976897,26.46063159618425,-3.891752658227972,64.1775105429442,180.28071238992584,175.07897171713483,4.518052579221262,-77.69282903128286,206.01412671821606,325.57626498656043,166.96691243591033,-193.25948480955395,106.24422229967679
0.356,-3.8323338631944424,0.7528738752147746,50.72558213396603,91.89128531793921,67.31026446920939,6.047833660491783,3.1636837159974363,110.43500161221229,272.61367960201596,160.61924134404268,49.41058320565003,-125.28863595168536,138.08858491886866,438.51623927547416,344.9814663466752,57.593606326393285
0.36,-2.4242794588766845,-4.590850658941619,35.509908677532714,94.6692905140353,106.70292211634195,36.61492581534857,-30.66642301484795,-10.02452363913497,150.6265182968725,256.96085458564454,192.79383444015883,44.39136565258549,0.36044009952175315,-11.247769174021727,209.6304376597795,623.821437514637
0.364,-2.4978662182022173,-8.262181297314452,20.289951395718155,74.05273619476284,113.57336779428013,90.77376695030483,31.849598755098427,-75.1199918365553,14.874629240953908,115.85579701190007,270.10725630553975,317.4645575990636,141.46558706090136,-61.2571175851954,27.56134134899463,174.33441241887448
0.368,-0.9002566642109731,-10.633291652953694,5.224196288923729,50.324277940687054,124.49015758210912,128.05140397317365,107.15662804141975,84.23715661370274,-2.407879731099527,-35.19754759093735,68.15515006030199,199.96483156365753,295.343743687542,314.31186120119804,157.4888372196579,-39.66866481021836
0.372,0.5848875812009346,-10.102109374617502,-6.728295577122886,23.352485365441204,86.2362435353457,142.1062163961567,155.95529595875325,252.91973109006994,75.75880156267348,-17.317809534129367,-121.71834197632279,-61.79918207254639,78.44916855521943,178.93864084796087,383.436661115857,519.9834217648092
0.376,1.5985291757761022,-5.949267959074408,-14.90661758412066,7.666676188686402,38.787492265574336,96.24842992662445,141.0637318673403,431.8924739283977,197.78300709734464,170.63983012623015,96.48178305304882,74.55125841456518,-192.57620885930388,-87.31502187199425,11.782320037000659,112.80711517155828
0.38,3.4898839324046955,-5.096435034257905,-9.34483496313559,-18.949626760443877,-6.8354948148650365,30.006765923992504,76.01215024987452,147.17384733340634,195.81328106397908,224.2846207366298,184.8454498217469,202.1436122368721,393.6795983235371,116.43379801571899,43.80141919462875,-146.50914306281408
0.384,4.669739248419068,3.0629598550547392,-4.785613098389852,-20.30943347721314,-8.414471704522946,-9.352079188610134,22.55546231280423,17.499701163907716,64.68507948840816,117.54618673506351,201.56692674758236,236.90395023243082,666.8489241428678,435.8478820268154,820.7240930025108,392.1592257336891
0.388,6.385007685024523,7.430989926913394,2.268560565178749,-7.650832121504557,-5.831346008518651,-20.455924191291672,-53.85564037853261,-26.81460158142005,-68.74150798804521,-43.73419009896057,29.7675944816789,75.08692609099502,61.05431270435136,66.14987137976786,287.40270295064056,198.7178684190244
0.392,8.29008841936777,13.849967652804235,18.55932293989852,20.02954802375835,25.234221764167973,7.724704206696714,-1.207001950006216,-7.09739619870885,-12.099634475261482,7.168247415767468,1.2028844001368242,-45.97733807971923,-124.93939147424516,-72.45820830957325,-60.21441354271656,-122.35238180010344
0.396,10.000000000000151,21.276833921927494,33.88130385671143,47.0611844142527,65.4458884977949,75.33514932731768,99.77747805694788,117.85067863603896,127.77440798588523,314.1415269493101,222.77760423258246,358.79212390012583,277.3619595394602,295.5440994020914,231.66471465156008,300.5239047988113
0.4,11.697907341243626,28.390183519180987,51.44142036587208,68.4041478474817,108.65998115734781,110.8050345283348,167.3986503652298,175.33264030642957,246.31484043604047,474.9761786236934,272.12297918799504,545.1598909870385,222.2876778299585,185.07309064000603,237.72417042680908,236.57939218161428
